Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield,Crop_Apple,Crop_Banana,Crop_Blackgram,Crop_ChickPea,Crop_Coconut,Crop_Coffee,Crop_Cotton,Crop_Grapes,Crop_Jute,Crop_KidneyBeans,Crop_Lentil,Crop_Maize,Crop_Mango,Crop_MothBeans,Crop_MungBean,Crop_Muskmelon,Crop_Orange,Crop_Papaya,Crop_PigeonPeas,Crop_Pomegranate,Crop_Rice,Crop_Watermelon
97,59,0.4301663578728416,26.35927159,84.04403589,6.286500176,3.0556414361858057,-0.7869899645426174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,50,0.3664766008740693,24.52922681,80.54498576,7.070959995,2.8537116872114874,-0.7869899645426174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,49,0.46052856048163665,20.77576147,84.49774397,6.244841491,2.4863987637230927,-1.5012522557581058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,51,0.14711634431964507,22.30157427,80.64416466,6.043304899,1.7201551343696106,-0.5961400858448788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,57,0.3664766008740693,21.44653958,84.94375962,5.824709117,3.0709857430903917,-0.28763577602336654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,35,0.33303522333561725,22.17931888,80.33127223,6.357389366,1.7585412074334552,0.8617202152885939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,37,0.2984456785835962,24.52783742,82.73685569,6.364134968,2.206025841196938,-0.22122516398172534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,53,0.26263832883772087,20.26707606,81.63895217,5.01450727,3.038954361128983,0.4504776934241497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,54,0.46052856048163665,25.7354293,83.88266234,6.149410611,2.359930220396707,0.16761490072055982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,55,0.39883392867475187,26.79533926,82.1480873,5.950660556,1.635859070609037,0.7037318162977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,57,0.14711634431964507,26.75754171,81.17734011,5.960370061,3.0727726863590052,-0.687598023844772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,39,0.1870601795168075,23.86330467,83.15250801,5.561398642,3.3084492283790365,-1.0172923023758844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,43,0.46052856048163665,21.01944696,82.95221726,7.416245107,3.547820745141534,-1.0172923023758844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,44,0.3664766008740693,24.17298839,83.7287574,5.583370042,2.7949439283427773,-0.7869899645426174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,42,0.1870601795168075,22.78133816,82.06719137,6.430010215,2.6435944533084315,-0.5113110285060454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,45,0.4301663578728416,25.62980105,83.52842314,5.534878156,1.937115397935009,0.9493406522967528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,60,0.1870601795168075,25.59704938,80.14509262,6.903985986,1.7721294705561266,1.4367409354352105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,40,0.33303522333561725,23.83067496,84.81360127,6.271478838,3.550701222300014,0.4104560471274483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,52,0.4899711591933174,26.31355498,82.36698992,7.224285503,2.949664095486769,0.224301292279886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,35,0.26263832883772087,24.8972823,80.52586088,6.13428721,1.459902746208491,0.23811812630084353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,49,0.39883392867475187,24.958779,84.47963372,5.206373153,1.7015346228480743,0.977499436220602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,39,0.26263832883772087,23.24113501,84.59201843,7.782051313,2.3583506356518926,0.28321168819154774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,43,0.2984456785835962,21.66628296,80.70960551,7.062779015,1.9537501433333875,0.1915172730516057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,55,0.4899711591933174,24.63544858,80.41363018,7.730367824,2.734628645358168,1.1113131655585038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,36,0.4301663578728416,23.43121862,83.06310136,5.286203711,2.119197005951925,1.4785074199421404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,60,0.2984456785835962,20.0454142,80.3477562,6.766240045,1.9131066496474356,1.3939316167421363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,56,0.39883392867475187,23.85724032,82.22572988,7.382762603,1.6676618531520018,-0.471061071109839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,60,0.4301663578728416,21.97199397,81.89918197,5.658169482,2.2549462878212063,-1.1542263789153866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,52,0.1870601795168075,26.22916897,83.83625819,5.543360238,3.3313628230015544,0.5643443408896789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,38,0.2984456785835962,23.44676801,84.79352417,6.215109715,3.2845071693299546,0.4104560471274483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,54,0.26263832883772087,25.65553461,83.47021081,7.120272972,2.0732249360060897,1.2349525059454063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,36,0.4899711591933174,24.44345477,82.45432595,5.950647577,2.9940823551329907,-0.3943735237273728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,46,0.33303522333561725,20.2801937,82.1235421,7.236705436,1.6104918459898352,-1.2302037313552834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,55,0.14711634431964507,21.7238313,80.2389895,6.501697816,3.175832495267145,-0.6409674140943642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,40,0.26263832883772087,20.41447029,82.20802629,7.592490617,2.578672546065486,-0.012593959398953802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,58,0.4899711591933174,25.75528612,83.51827127,5.875345751,2.587982604359279,0.04139804368295159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,58,0.26263832883772087,20.61521424,83.77345559,6.932400225,3.2046345095941806,0.977499436220602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,36,0.39883392867475187,21.84106875,80.72886384,6.946209881,1.8003196357351208,-0.18927965338348574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,47,0.39883392867475187,20.08369642,83.29114712,5.739175027,2.915114179682837,-0.5529652842137869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,41,0.1870601795168075,24.45802087,82.74835604,6.738652179,1.439561121629991,-0.9549747766618808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,54,0.2255373841789297,21.14347496,80.33502926,5.594819626,1.7327852440487348,-0.7362052683974084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,59,0.14711634431964507,25.78720567,82.11124033,6.946636369,2.548841583199302,-0.5529652842137869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,46,0.3664766008740693,23.64124821,80.28597873,5.012139669,2.905524979524782,0.8617202152885939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,56,0.2255373841789297,23.43191632,80.56887849,6.363472208,3.0218864587254584,-0.28763577602336654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,52,0.3664766008740693,24.97669518,83.891805,6.880431223,1.844296583081115,0.14328982289785352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,45,0.26263832883772087,22.72791041,82.1706881,7.300410836,2.8650701878283993,1.3163193858104416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,42,0.2255373841789297,24.87300744,82.84022551,6.587918708,3.496999881806773,-0.8960718363622532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,43,0.39883392867475187,21.32376327,83.00320459,7.283736617,1.6171562162687811,-0.9549747766618808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,54,0.1870601795168075,26.29465461,84.56919326,7.023936392,2.8032636615458104,0.04139804368295159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,36,0.4899711591933174,22.2286982,81.85872947,6.939083505,3.1779538565933323,0.8004538333807943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,47,0.46052856048163665,26.73072391,81.78596776,7.868474653,3.2202729385535704,-0.06887587164085823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,35,0.26263832883772087,24.88921174,81.97927117,5.005306977,1.501158278319585,0.8617202152885939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,36,0.2255373841789297,26.88444878,81.46033732,6.136131869,1.658231208965275,0.23811812630084353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,41,0.26263832883772087,22.67846116,83.72874389,7.524080076,1.7735566490154142,0.4104560471274483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,57,0.4301663578728416,26.08867875,80.37979919,5.706943251,1.445798502789314,0.8914731529144653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,45,0.14711634431964507,25.42977518,82.94682591,5.758506323,1.6724415203597631,-0.25399395997480745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,53,0.4301663578728416,26.40323239,81.05635517,6.349606327,2.1822108726211566,-0.25399395997480745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,43,0.2984456785835962,26.04371967,84.96907151,5.999969026,1.5158551792807684,-0.25399395997480745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,58,0.2984456785835962,25.2827223,80.54372813,5.453592032,2.123034160556561,1.0854235011660245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,60,0.26263832883772087,22.08576562,83.47038318,6.372576327,2.3345299341639256,3.1359080801212986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,43,0.26263832883772087,23.28617173,81.43321641,5.105588355,2.5270933076270863,3.364853442624555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,50,0.46052856048163665,25.48591986,81.40633547,5.935344406,1.4412592229594348,3.2219466081328942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,53,0.39883392867475187,23.67575393,81.03569343,5.17782304,2.3703288185768625,-0.22122516398172534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,50,0.33303522333561725,20.82477109,84.1341879,6.462391607,2.307006979864972,-0.5529652842137869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,53,0.26263832883772087,26.92995077,81.91411159,7.069172227,3.407273965797605,-0.3943735237273728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,44,0.26263832883772087,23.83509503,83.88387074,7.473134377,2.506787667537396,-0.18927965338348574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,45,0.14711634431964507,26.52872817,80.12267476,6.158376967,2.101206978272993,-0.3943735237273728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,40,0.26263832883772087,26.46428311,83.85642678,7.549873681,2.634627929312574,0.0830788534007422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,51,0.1870601795168075,22.69657794,82.81088865,6.028321558,2.794254535642505,0.04931212744208856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,46,0.39883392867475187,22.68319059,83.46358271,6.604993475,1.6525622869986158,1.077575350831045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,47,0.2255373841789297,21.53346343,82.14004101,6.500343222,3.5027406271532833,0.6443356400946592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,55,0.4899711591933174,21.40865769,83.3293191,5.935745417,3.3508059673824655,-0.04043495088958153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
