Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Yield
76,47,42,20.083696365356445,83.29114532470703,5.739174842834473,263.63720703125,Rice,1100
99,41,36,24.45802116394043,82.74835968017578,6.738652229309082,182.56163024902344,Rice,700
99,54,37,21.143474578857422,80.33502960205078,5.59481954574585,198.673095703125,Rice,900
86,59,35,25.78720474243164,82.11123657226562,6.946636199951172,243.5120391845703,Rice,1100
69,46,41,23.64124870300293,80.28598022460938,5.012139797210693,263.1103210449219,Rice,4100
91,56,37,23.431917190551758,80.56887817382812,6.363471984863281,269.50390625,Rice,1450
61,52,41,24.976696014404297,83.89180755615234,6.880431175231934,204.80018615722656,Rice,2200
67,45,38,22.7279109954834,82.17068481445312,7.300410747528076,260.88751220703125,Rice,5850
79,42,37,24.87300682067871,82.84022521972656,6.587918758392334,295.60943603515625,Rice,750
78,43,42,21.323762893676758,83.00320434570312,7.283736705780029,192.3197479248047,Rice,700
75,54,36,26.294654846191406,84.5691909790039,7.0239362716674805,257.4914855957031,Rice,2000
97,36,45,22.22869873046875,81.85872650146484,6.939083576202393,278.0791931152344,Rice,3900
67,47,44,26.730724334716797,81.78596496582031,7.86847448348999,280.4044494628906,Rice,1800
73,35,38,24.889211654663086,81.9792709350586,5.005307197570801,185.94613647460938,Rice,4100
77,36,37,26.884449005126953,81.46033477783203,6.136131763458252,194.57666015625,Rice,2400
81,41,38,22.6784610748291,83.72874450683594,7.524080276489258,200.91331481933594,Rice,2800
68,57,43,26.08867835998535,80.37979888916016,5.706943035125732,182.90435791015625,Rice,4200
72,45,35,25.42977523803711,82.94682312011719,5.7585062980651855,195.35745239257812,Rice,1500
61,53,43,26.40323257446289,81.05635833740234,6.349606513977051,223.3671875,Rice,1500
67,43,39,26.043720245361328,84.96907043457031,5.999969005584717,186.75367736816406,Rice,1500
67,58,39,25.28272247314453,80.54373168945312,5.453591823577881,220.1156768798828,Rice,4900
66,60,38,22.085765838623047,83.47038269042969,6.3725762367248535,231.7364959716797,Rice,19500
82,43,38,23.286170959472656,81.43321990966797,5.105588436126709,242.3170623779297,Rice,22250
84,50,44,25.485919952392578,81.40633392333984,5.935344219207764,182.65493774414062,Rice,20500
81,53,42,23.67575454711914,81.03569030761719,5.177823066711426,233.7034912109375,Rice,1550
91,50,40,20.824771881103516,84.13418579101562,6.462391376495361,230.22422790527344,Rice,1100
93,53,38,26.929950714111328,81.91410827636719,7.069172382354736,290.67938232421875,Rice,1300
90,44,38,23.835094451904297,83.88387298583984,7.473134517669678,241.20135498046875,Rice,1600
81,45,35,26.528728485107422,80.12267303466797,6.158377170562744,218.91635131835938,Rice,1300
78,40,38,26.464282989501953,83.85643005371094,7.5498738288879395,248.22564697265625,Rice,2080
60,51,36,22.696577072143555,82.8108901977539,6.028321743011475,256.9964904785156,Rice,2015
88,46,42,22.683191299438477,83.46358489990234,6.6049933433532715,194.26516723632812,Rice,4870
93,47,37,21.533462524414062,82.1400375366211,6.500343322753906,295.92486572265625,Rice,3425
60,55,45,21.40865707397461,83.3293228149414,5.9357452392578125,287.5766906738281,Rice,1850
78,35,44,26.543479919433594,84.67353820800781,7.07265567779541,183.6222686767578,Rice,650
65,37,40,23.359054565429688,83.59512329101562,5.333322525024414,188.41366577148438,Rice,925
71,54,16,22.61359977722168,63.690704345703125,5.749914646148682,87.75953674316406,Maize,2600
61,44,17,26.100183486938477,71.57476806640625,6.931756496429443,102.26624298095703,Maize,825
80,43,16,23.558820724487305,71.59351348876953,6.657964706420898,66.71995544433594,Maize,1100
73,58,21,19.97216033935547,57.6827278137207,6.596060752868652,60.65171432495117,Maize,825
61,38,20,18.478912353515625,62.695037841796875,5.970458507537842,65.4383544921875,Maize,3425
68,41,16,21.776893615722656,57.808406829833984,6.158830642700195,102.08616638183594,Maize,2175
93,41,17,25.62171745300293,66.50415802001953,6.047906875610352,105.46546936035156,Maize,3475
89,60,19,25.191925048828125,66.69029235839844,5.9136643409729,78.06639862060547,Maize,2825
76,44,17,20.416831970214844,62.55424880981445,5.855442523956299,65.27798461914062,Maize,6100
67,60,25,24.921621322631836,66.7862777709961,5.750255107879639,109.21622467041016,Maize,3000
70,44,19,23.316890716552734,73.45415496826172,5.852607250213623,94.29712677001953,Maize,1450
90,49,21,24.840167999267578,68.35845947265625,6.472523212432861,74.05474853515625,Maize,3700
62,52,16,22.275266647338867,58.84016036987305,6.967057704925537,63.87020492553711,Maize,825
92,44,16,18.877513885498047,65.76815795898438,6.082973957061768,94.76189422607422,Maize,1225
66,54,21,25.190086364746094,60.20016860961914,5.919045448303223,72.1237564086914,Maize,1325
63,58,22,18.254053115844727,55.282203674316406,6.204747676849365,63.72358322143555,Maize,3475
70,47,17,24.612911224365234,70.41624450683594,6.600827217102051,104.16261291503906,Maize,1500
61,41,17,25.142061233520508,65.26184844970703,6.021902084350586,76.68456268310547,Maize,2450
66,53,19,23.093481063842773,60.115936279296875,6.033550262451172,65.49730682373047,Maize,2900
74,55,19,18.050336837768555,62.89366912841797,6.288867950439453,84.23613739013672,Maize,3150
77,57,21,24.932157516479492,73.80435180664062,6.550563812255859,79.74078369140625,Maize,1425
99,50,15,18.1471004486084,71.09445190429688,5.573286533355713,88.0775375366211,Maize,4010
74,56,22,18.28362274169922,66.65953063964844,6.829199314117432,80.9757308959961,Maize,700
83,45,21,18.833444595336914,58.75082015991211,5.716222763061523,79.75328826904297,Maize,1450
100,48,16,25.718957901000977,67.22190856933594,5.549902439117432,74.51490783691406,Maize,4850
79,51,16,25.337976455688477,68.49835968017578,6.586244583129883,96.46379852294922,Maize,4550
94,39,18,23.891145706176758,57.48775863647461,5.893093109130859,102.83019256591797,Maize,1900
75,49,15,21.535741806030273,71.5090560913086,5.918263912200928,102.48529052734375,Maize,1525
78,48,22,23.08974838256836,63.10459518432617,5.588650703430176,70.43473815917969,Maize,1900
87,54,20,25.61707305908203,63.47117614746094,6.576418399810791,108.83037567138672,Maize,1800
87,35,25,21.445268630981445,63.16215515136719,6.178056240081787,65.88951110839844,Maize,1850
63,43,19,18.51816749572754,55.531280517578125,6.641906261444092,90.98805236816406,Maize,1425
84,57,25,22.535104751586914,67.9925765991211,6.489040374755859,64.40866088867188,Maize,1150
64,35,23,23.020383834838867,61.894718170166016,5.680361270904541,63.03843307495117,Maize,1100
60,46,22,24.893646240234375,65.61418914794922,6.625404357910156,87.9298095703125,Maize,1300
98,44,21,25.771751403808594,74.089111328125,6.524477958679199,107.49319458007812,Maize,3755
75,56,18,19.398517608642578,62.357505798339844,5.6962056159973145,60.95197296142578,Maize,1182
86,55,21,21.541563034057617,59.64023971557617,6.803931713104248,109.75154113769531,Maize,2927
98,35,18,23.797460556030273,74.82913970947266,6.252797603607178,91.76337432861328,Maize,1475
76,57,18,18.98027229309082,74.52600860595703,6.09272575378418,94.26249694824219,Maize,3005
99,56,17,24.108592987060547,73.1311264038086,6.234330177307129,71.07562255859375,Maize,3147
60,44,23,24.794708251953125,70.04557037353516,5.7225799560546875,76.72859954833984,Maize,1387
74,48,17,21.631628036499023,60.27766418457031,6.43061637878418,69.21803283691406,Maize,3755
89,60,17,25.37548828125,57.21025466918945,5.983952522277832,101.70043182373047,Maize,1182
69,51,23,22.217382431030273,72.85462951660156,6.801638603210449,106.6213150024414,Maize,2927
96,46,22,20.583139419555664,69.00128936767578,6.499936580657959,66.29390716552734,Maize,1475
61,60,15,24.875028610229492,68.74248504638672,6.265564441680908,91.26056671142578,Maize,3005
74,58,18,20.037282943725586,56.3560676574707,6.727303504943848,109.02413940429688,Maize,3147
74,43,23,25.952632904052734,61.89082336425781,6.325235366821289,99.5798110961914,Maize,1387
63,43,17,19.288898468017578,65.47050476074219,6.807487964630127,71.31953430175781,Maize,5025
99,36,20,20.579818725585938,65.34584045410156,6.671085834503174,78.3460464477539,Maize,1050
77,36,23,24.714176177978516,56.7342643737793,6.648725509643555,88.45362091064453,Maize,650
87,60,23,20.273170471191406,63.912818908691406,6.439072132110596,62.503517150878906,Maize,950
60,38,17,18.419330596923828,64.23580169677734,6.474476337432861,76.41312408447266,Maize,2250
94,54,17,23.391281127929688,61.74427032470703,5.871647834777832,107.31981658935547,Maize,2500
95,38,22,19.849393844604492,61.244998931884766,5.730617046356201,100.7689208984375,Maize,2000
84,44,21,21.869274139404297,61.91044998168945,5.85044002532959,107.26819610595703,Maize,5200
77,58,19,22.80560302734375,56.5076904296875,5.79164981842041,101.59527587890625,Maize,3350
66,44,20,19.078147888183594,69.02298736572266,6.7400007247924805,80.72515869140625,Maize,1697
63,35,16,22.027210235595703,65.35549926757812,6.2724175453186035,83.73280334472656,Maize,2850
79,45,20,23.805461883544922,59.24538040161133,5.715209007263184,89.96220397949219,Maize,2750
72,60,25,18.525108337402344,69.02762603759766,5.773454666137695,88.10234069824219,Maize,1400
67,51,24,23.502979278564453,61.32025909423828,5.584171295166016,64.77791595458984,Maize,1300
86,36,24,26.549863815307617,72.89187622070312,5.787268161773682,73.33635711669922,Maize,5400
76,48,18,19.29563331604004,69.63481140136719,5.775977611541748,83.2103042602539,Maize,5400
75,53,18,20.68899917602539,59.43753433227539,6.86479377746582,103.65143585205078,Maize,5400
81,45,23,19.32666015625,68.03449249267578,6.192359924316406,84.22969055175781,Maize,5400
73,45,21,24.605321884155273,73.58868408203125,6.636803150177002,96.59194946289062,Maize,3800
71,35,24,22.27373695373535,59.52193069458008,5.826426982879639,67.96704864501953,Maize,3800
96,54,22,25.701967239379883,61.334503173828125,6.960358142852783,83.20711517333984,Maize,1750
99,39,18,19.2012939453125,68.3057861328125,6.112751007080078,87.85092163085938,Maize,750
62,48,20,21.701814651489258,60.47470474243164,6.708446979522705,95.71388244628906,Maize,850
86,37,16,20.517168045043945,59.21235656738281,5.5615105628967285,67.61013793945312,Maize,1250
94,50,19,23.303552627563477,73.62548065185547,5.873242378234863,97.59081268310547,Maize,3000
76,39,24,24.254745483398438,55.647098541259766,6.995843887329102,64.23845672607422,Maize,3300
77,52,17,24.86374855041504,65.74200439453125,5.714799880981445,75.82270812988281,Maize,1750
74,39,23,22.626510620117188,65.77472686767578,6.780736446380615,88.1725082397461,Maize,1400
81,49,20,18.041854858398438,60.61494445800781,5.513698101043701,104.23216247558594,Maize,1650
63,42,21,23.26237678527832,72.33125305175781,5.798423767089844,67.10224914550781,Maize,6300
99,38,21,22.88330841064453,71.59722137451172,6.352471828460693,67.72777557373047,Maize,3000
90,52,25,25.974822998046875,69.36385345458984,6.822586536407471,103.22341918945312,Maize,2100
68,40,19,26.143840789794922,66.20569610595703,6.655426502227783,107.23613739013672,Maize,750
60,57,24,18.661161422729492,61.55327224731445,6.121294021606445,75.03247833251953,Maize,4150
71,52,18,25.107873916625977,55.97732925415039,5.790770053863525,78.16077423095703,Maize,850
61,59,17,23.33844566345215,59.24580764770508,6.474442958831787,105.00831604003906,Maize,1300
88,38,15,25.0823974609375,65.92195892333984,6.4551167488098145,62.49190902709961,Maize,600
65,60,22,25.36768341064453,72.52054595947266,6.6069841384887695,107.91241455078125,Maize,850
78,37,22,25.34217071533203,63.31801986694336,6.330554485321045,74.52082061767578,Maize,1600
78,58,15,25.00933265686035,67.81656646728516,6.528631210327148,62.91359329223633,Maize,3000
92,60,23,18.66746711730957,71.51647186279297,5.721667289733887,69.93292999267578,Maize,700
79,59,17,20.37999725341797,63.73849868774414,6.644205570220947,108.50543975830078,Maize,950
91,55,15,18.093002319335938,72.61024475097656,6.376651287078857,78.96159362792969,Maize,850
76,51,18,26.169858932495117,71.96246337890625,6.247040271759033,79.84925079345703,Maize,475
87,48,25,18.653966903686523,61.3787956237793,6.6567301750183105,93.62039184570312,Maize,1950
71,60,22,26.0747013092041,59.37147521972656,6.204801559448242,85.75692749023438,Maize,2500
90,57,24,18.928518295288086,72.80086517333984,6.158860206604004,82.34162902832031,Maize,1700
67,35,22,23.30546760559082,63.24647903442383,6.385684013366699,108.76029968261719,Maize,1350
60,54,19,18.748266220092773,62.498783111572266,6.417820453643799,70.23401641845703,Maize,5875
83,58,23,19.74213409423828,59.66263198852539,6.38120174407959,65.50861358642578,Maize,1375
83,57,19,25.730443954467773,70.74739074707031,6.877869129180908,98.73771667480469,Maize,5250
40,72,77,17.02498435974121,16.988611221313477,7.485996246337891,88.55123138427734,ChickPea,2875
23,72,84,19.020612716674805,17.131591796875,6.920251369476318,79.9269790649414,ChickPea,3000
39,58,85,17.88776397705078,15.40589714050293,5.996932029724121,68.54933166503906,ChickPea,3000
22,72,85,18.868057250976562,15.658092498779297,6.391173362731934,88.51049041748047,ChickPea,700
36,67,77,18.369525909423828,19.563810348510742,7.152811050415039,79.26358032226562,ChickPea,1805
32,73,81,20.450786590576172,15.403120994567871,5.988992691040039,92.6837387084961,ChickPea,3000
58,70,84,20.654319763183594,16.60820770263672,6.231049060821533,74.6631088256836,ChickPea,8000
59,70,84,17.334867477416992,18.749269485473633,7.550808429718018,82.61734771728516,ChickPea,4000
42,62,75,18.179122924804688,18.90427017211914,7.010570526123047,81.8499755859375,ChickPea,5000
28,74,81,18.01272201538086,18.309680938720703,8.753795623779297,81.98568725585938,ChickPea,1500
58,66,79,20.993736267089844,19.33470344543457,8.718193054199219,93.55280303955078,ChickPea,1000
43,66,79,19.462339401245117,15.22538948059082,7.976607799530029,74.58564758300781,ChickPea,1410
58,63,81,19.813446044921875,14.697652816772461,6.515499591827393,78.96514892578125,ChickPea,1200
23,62,85,18.974246978759766,19.51612091064453,8.490127563476562,80.71087646484375,ChickPea,325
27,62,77,18.197370529174805,14.710705757141113,6.576415538787842,70.18185424804688,ChickPea,600
28,72,84,18.729631423950195,19.18197250366211,6.481782913208008,71.5801010131836,ChickPea,715
50,56,76,20.99502182006836,19.860130310058594,7.966605186462402,73.50733947753906,ChickPea,5000
39,71,84,20.281558990478516,16.39535140991211,8.140825271606445,82.52339935302734,ChickPea,450
25,78,76,17.480426788330078,15.755940437316895,7.228963375091553,66.96980285644531,ChickPea,450
31,70,77,20.888187408447266,14.323138236999512,6.492546081542969,90.4622802734375,ChickPea,2000
26,80,83,17.084985733032227,16.145658493041992,7.528599739074707,71.31007385253906,ChickPea,4000
25,68,77,20.093406677246094,15.11279582977295,7.701446533203125,85.7490463256836,ChickPea,2900
31,78,76,17.572120666503906,14.999275207519531,8.519975662231445,89.31050872802734,ChickPea,1250
60,68,83,19.120651245117188,18.43475914001465,6.620900630950928,85.52950286865234,ChickPea,2000
59,62,83,18.576658248901367,19.220083236694336,8.104395866394043,72.94940185546875,ChickPea,900
22,67,78,17.16606330871582,14.424574851989746,6.2040910720825195,72.32667541503906,ChickPea,4500
36,65,80,18.287200927734375,16.679216384887695,6.051091194152832,74.87445831298828,ChickPea,550
59,60,84,19.03025245666504,18.667255401611328,7.690962314605713,94.70992279052734,ChickPea,900
54,77,85,17.141860961914062,17.066242218017578,7.829211235046387,83.74606323242188,ChickPea,1750
43,68,81,17.47809410095215,17.932538986206055,6.761599540710449,78.92060089111328,ChickPea,3000
28,76,82,20.56601905822754,14.258039474487305,6.654425144195557,83.75936889648438,ChickPea,2700
42,79,85,17.223852157592773,15.820693016052246,6.129533767700195,76.57581329345703,ChickPea,550
32,60,83,19.691417694091797,19.4422550201416,8.829273223876953,91.7607192993164,ChickPea,400
22,78,76,17.8485164642334,19.09172821044922,8.621663093566895,76.32470703125,ChickPea,1450
31,79,75,18.82022476196289,16.107479095458984,8.204861640930176,89.73119354248047,ChickPea,1400
28,58,81,17.47500991821289,16.543148040771484,6.180427551269531,93.350341796875,ChickPea,3500
57,58,77,18.72649383544922,17.584064483642578,7.978996753692627,81.20176696777344,ChickPea,1000
49,55,78,18.65580177307129,16.17772674560547,7.863113880157471,81.70769500732422,ChickPea,2200
46,76,77,18.235675811767578,19.68538475036621,6.967843055725098,83.74879455566406,ChickPea,1650
54,61,77,18.811981201171875,15.216182708740234,6.206582069396973,77.5429458618164,ChickPea,1500
38,60,76,18.650541305541992,17.80852508544922,8.868741035461426,77.92798614501953,ChickPea,4250
59,55,79,20.367204666137695,16.895742416381836,8.766128540039062,82.25455474853516,ChickPea,650
36,76,75,18.381202697753906,16.638051986694336,8.736337661743164,70.52056884765625,ChickPea,750
57,68,81,17.17012596130371,17.304576873779297,8.081095695495605,72.78623962402344,ChickPea,750
35,66,81,19.37101173400879,15.774580955505371,6.138244152069092,85.24819946289062,ChickPea,1550
35,64,78,17.92845916748047,14.273280143737793,7.496645450592041,85.37378692626953,ChickPea,1500
52,60,79,19.453399658203125,18.234907150268555,8.3801851272583,75.63175964355469,ChickPea,296
27,76,83,19.128293991088867,14.922414779663086,6.289614200592041,89.61857604980469,ChickPea,8000
57,60,84,19.10342788696289,17.261844635009766,6.586777210235596,75.49101257324219,ChickPea,2000
52,68,78,17.48504066467285,16.96070671081543,6.896552085876465,86.05078125,ChickPea,1300
43,79,79,19.40751838684082,18.980304718017578,7.8067474365234375,80.25064849853516,ChickPea,6000
44,74,85,20.186494827270508,19.63719940185547,7.150681495666504,78.2603988647461,ChickPea,700
24,55,78,17.302879333496094,15.154059410095215,6.649195671081543,75.5779037475586,ChickPea,3500
29,77,75,17.503610610961914,15.480831146240234,7.778591632843018,72.94466400146484,ChickPea,3000
20,60,78,18.17234992980957,14.700860023498535,6.358740329742432,90.77606964111328,ChickPea,9000
56,67,78,17.57445526123047,16.718265533447266,8.255451202392578,77.81891632080078,ChickPea,3000
37,66,85,20.931753158569336,18.912954330444336,6.456148624420166,78.06910705566406,ChickPea,1500
49,71,76,19.710983276367188,17.6387939453125,6.613071918487549,85.57925415039062,ChickPea,3000
59,69,80,19.079376220703125,17.867549896240234,8.165359497070312,69.40618896484375,ChickPea,5000
20,79,77,18.54988670349121,16.025426864624023,7.648674488067627,76.32565307617188,ChickPea,700
24,56,85,18.19903564453125,17.413331985473633,6.545888423919678,80.64054107666016,ChickPea,800
51,72,75,18.888525009155273,14.994511604309082,7.104224681854248,80.11133575439453,ChickPea,1500
57,73,85,18.493112564086914,14.721150398254395,7.358099460601807,91.94595336914062,ChickPea,800
22,64,82,19.489744186401367,17.172603607177734,6.474024295806885,87.51313018798828,ChickPea,1500
52,73,79,17.257694244384766,18.749439239501953,7.840339183807373,94.00286865234375,ChickPea,1000
29,75,75,19.624162673950195,18.714832305908203,7.06479024887085,88.45857238769531,ChickPea,1500
44,59,78,20.675264358520508,19.85388946533203,7.599033355712891,84.78343963623047,ChickPea,7500
41,69,82,20.023815155029297,16.632944107055664,6.715587139129639,68.97806549072266,ChickPea,2800
52,56,85,20.118743896484375,14.442282676696777,6.817124366760254,88.68168640136719,ChickPea,2500
34,76,80,20.656917572021484,15.845726013183594,7.985417366027832,65.23811340332031,ChickPea,800
42,74,83,19.258255004882812,14.28041934967041,7.545258522033691,65.7804183959961,ChickPea,4800
34,71,79,17.927806854248047,15.856228828430176,7.728998184204102,74.63872528076172,ChickPea,1000
27,73,79,19.16288185119629,15.835006713867188,7.354973316192627,82.69766998291016,ChickPea,1000
30,70,79,20.26942253112793,19.969789505004883,7.313122272491455,69.64449310302734,ChickPea,2500
57,57,75,17.091041564941406,18.251420974731445,7.785038948059082,87.27445220947266,ChickPea,2200
27,79,82,17.065792083740234,17.540241241455078,6.307004928588867,70.87150573730469,ChickPea,1800
32,71,85,20.627674102783203,14.440088272094727,6.403982162475586,92.06629943847656,ChickPea,7500
31,76,82,20.824844360351562,17.850570678710938,7.599279880523682,79.20509338378906,ChickPea,800
33,75,84,19.46210479736328,18.72831916809082,7.2170186042785645,68.81404876708984,ChickPea,600
47,80,77,17.182483673095703,16.428918838500977,7.561108112335205,72.85017395019531,ChickPea,1500
54,62,80,17.489116668701172,16.390554428100586,7.489544868469238,79.45758056640625,ChickPea,2000
47,79,78,17.48395347595215,14.76014518737793,6.609696865081787,65.11365509033203,ChickPea,5000
35,57,83,19.48316764831543,17.44534683227539,7.476800918579102,80.49862670898438,ChickPea,2400
53,73,77,19.713598251342773,18.096656799316406,7.325451374053955,73.64476776123047,ChickPea,4250
45,61,78,19.486492156982422,16.062400817871094,6.489389419555664,81.52842712402344,ChickPea,2250
37,78,79,19.952648162841797,14.82633113861084,7.7863664627075195,88.6810302734375,ChickPea,1350
30,75,81,19.417898178100586,16.80472183227539,6.408437728881836,68.4951171875,ChickPea,450
37,55,82,19.45591926574707,18.02235984802246,8.423873901367188,78.44910430908203,ChickPea,4250
53,65,76,20.191377639770508,16.41998291015625,8.719961166381836,77.33795166015625,ChickPea,650
22,60,85,18.839290618896484,14.740718841552734,7.811997890472412,94.78189849853516,ChickPea,1350
60,61,78,20.71219253540039,19.83643341064453,6.317152976989746,94.0365982055664,ChickPea,1350
42,67,77,18.994243621826172,15.936293601989746,7.114405155181885,78.69707489013672,ChickPea,3900
39,76,76,19.968374252319336,15.573244094848633,8.135900497436523,69.1575927734375,ChickPea,8750
35,63,76,17.815645217895508,17.607566833496094,7.714152812957764,90.82097625732422,ChickPea,4250
30,65,82,20.714242935180664,15.278240203857422,7.103797912597656,76.77888488769531,ChickPea,6250
57,56,78,17.341503143310547,18.756261825561523,8.861479759216309,67.95454406738281,ChickPea,1600
48,65,78,17.437326431274414,14.33847427368164,7.861128330230713,73.09266662597656,ChickPea,3900
36,56,83,18.897802352905273,19.761829376220703,7.452671051025391,69.09512329101562,ChickPea,9500
40,58,75,18.591907501220703,14.779596328735352,7.16809606552124,89.60982513427734,ChickPea,950
49,69,82,18.315614700317383,15.361435890197754,7.263118743896484,81.78710174560547,ChickPea,3750
13,60,25,17.13692855834961,20.595417022705078,5.685971736907959,128.25686645507812,KidneyBeans,750
25,70,16,19.634742736816406,18.90705680847168,5.759236812591553,106.35981750488281,KidneyBeans,3250
31,55,22,22.913501739501953,21.33953094482422,5.873171806335449,109.22555541992188,KidneyBeans,2250
40,64,16,16.43340301513672,24.240459442138672,5.9266767501831055,140.3717803955078,KidneyBeans,1650
2,61,20,22.139745712280273,23.022510528564453,5.955616474151611,76.64128112792969,KidneyBeans,2250
